Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Wind Direction,Wind Speed
2014,1,1,0,30,0,0,0,0,0,0,6,12.76198865,943.2105103,64.83562921,175.4158508,95.39698792,3.322341919
2014,1,1,1,30,0,0,0,0,0,0,6,12.23246467,942.4022217,66.66308141,161.6256634,98.03865051,3.356241226
2014,1,1,2,30,0,0,0,0,0,0,6,11.77703751,942.197998,68.63118903,147.8820461,98.8702774,3.3339715
2014,1,1,3,30,0,0,0,0,0,0,6,11.40711025,942.2635498,70.33713628,134.2317429,98.17768097,3.271626472
2014,1,1,4,30,0,0,0,0,0,0,6,16.23246485,942.572876,71.69432896,120.7310303,95.93350983,3.230895281
2014,1,1,5,30,0,0,0,0,0,0,14,16.42984972,946.2362061,88.63465844,107.4771256,187.2937012,1.813158154
2014,1,1,6,30,0,0,0,0,0,0,14,17.29569253,947.307251,89.4864333,94.54235724,194.0635986,1.75196445
2014,1,1,7,30,63,75,74,55,153,77,15,18.92480485,947.7819214,88.340746,82.12497629,197.3291931,1.557658911
2014,1,1,8,30,133,398,266,133,398,266,16,22.05926111,948.4490356,85.7522137,70.516607,202.5088654,1.349000335
2014,1,1,9,30,178,543,448,178,543,448,17,23.562902,948.5115967,73.5505118,60.19711508,220.6771545,1.569726586
2014,1,1,10,30,203,623,588,203,623,588,16,24.384404,947.9035034,65.8242375,51.95179377,236.9354401,1.521679044
2014,1,1,11,30,216,661,668,216,661,668,16,24.72538536,946.9659424,61.20839458,46.89588646,251.905777,1.373348951
2014,1,1,12,30,218,666,680,218,666,680,16,24.53638881,945.9838257,58.60568805,46.09547103,271.5583801,1.284173489
2014,1,1,13,30,209,639,622,209,639,622,15,23.76773613,945.2473145,57.73917696,49.75702105,293.1898193,1.252613425
