Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Wind Direction,Wind Speed
2012,1,1,0,30,0,0,0,0,0,0,11,15.80311443,941.4284058,74.10130706,175.4707,110.0657196,2.107905149
2012,1,1,1,30,0,0,0,0,0,0,11,15.35797682,941.0003052,75.16600234,161.677258,122.683075,2.114176512
2012,1,1,2,30,0,0,0,0,0,0,11,14.96007204,940.9133301,76.43698785,147.9311243,137.605896,2.049213409
2012,1,1,3,30,0,0,0,0,0,0,11,14.65556025,941.0427246,78.04853349,134.2780672,151.9984436,1.980602622
2012,1,1,4,30,0,0,0,0,0,0,11,18.81899848,941.5349121,79.52058339,120.7741575,163.6109619,1.909006834
2012,1,1,5,30,0,0,0,0,0,0,18,18.93689481,944.5872192,96.92726592,107.4372928,150.7963562,2.803349257
2012,1,1,6,30,0,0,0,0,0,0,18,19.66489511,945.3532715,96.81799335,94.50755106,153.3940582,2.8411026
2012,1,1,7,30,65,56,73,54,145,74,19,20.96207417,946.1204224,96.51250889,82.09670459,155.526947,2.761051416
2012,1,1,8,30,123,9,127,127,393,258,20,22.35084083,946.3566895,96.0366373,70.49707978,155.4014587,2.760164261
2012,1,1,9,30,136,0,136,167,537,434,21,23.24404663,946.4619141,92.21482569,60.18958053,156.4144745,3.040557384
2012,1,1,10,30,153,0,153,191,616,570,21,23.4593314,945.3758545,88.6059775,51.96041697,158.5127563,3.27238512
2012,1,1,11,30,155,0,155,202,653,649,20,23.35190191,943.9740601,85.67942272,46.92418299,160.5941162,3.449518919
2012,1,1,12,30,178,1,179,204,658,660,20,22.91748217,943.0587158,84.20898159,46.14282628,161.3187866,3.525318861
2012,1,1,13,30,214,4,217,196,633,604,20,22.23355538,942.5383301,85.28650915,49.81761803,160.24617,3.375860214
2012,1,1,14,30,153,0,153,177,570,487,20,21.61528471,942.0016479,89.11706801,57.09224823,158.1918335,3.061129093
2012,1,1,15,30,77,0,77,143,452,322,20,20.9006481,942.0516968,92.08727419,66.7963541,153.482193,2.94047308
2012,1,1,16,30,58,0,58,84,244,135,19,20.37129775,942.5499268,94.27910976,78.02241103,150.7265778,3.011967182
2012,1,1,17,30,0,0,0,1,0,1,19,20.06152155,943.3730469,95.60904563,90.19292973,152.7302551,3.083483934
2012,1,1,18,30,0,0,0,0,0,0,19,19.79541112,943.6010742,96.332534,102.9753866,154.4833984,3.070484638
2012,1,1,19,30,0,0,0,0,0,0,19,19.51245419,943.9595947,96.69465006,116.147234,153.966507,3.02324605
2012,1,1,20,30,0,0,0,0,0,0,19,19.17790299,943.8606567,96.9949534,129.5807931,153.7467194,2.968345642
2012,1,1,21,30,0,0,0,0,0,0,18,18.80716362,943.4814453,96.93282435,143.1881255,156.1596832,2.897545576
2012,1,1,22,30,0,0,0,0,0,0,18,18.51716054,943.260437,96.96620756,156.9070293,160.8160706,2.823023796
2012,1,1,23,30,0,0,0,0,0,0,17,18.39348581,943.1036987,96.77633554,170.6897573,164.6546173,2.799556971
2012,1,2,0,30,0,0,0,0,0,0,17,18.30579963,942.9521484,96.30618365,175.4979345,167.0015411,2.781933069
2012,1,2,1,30,0,0,0,0,0,0,17,18.17393905,942.4967651,96.13204965,161.7028906,169.9443359,2.728502274
2012,1,2,2,30,0,0,0,0,0,0,17,18.07766727,942.2647705,96.37523847,147.9554737,173.5931091,2.585314512
2012,1,2,3,30,0,0,0,0,0,0,17,18.01934632,942.5129395,96.77627735,134.3010072,178.1070251,2.483942509
2012,1,2,4,30,0,0,0,0,0,0,17,18.04316528,942.53302,97.36657892,120.7954622,184.9016418,2.458714724
2012,1,2,5,30,0,0,0,0,0,0,17,18.17442343,942.9204712,97.49104811,107.5159939,193.2811432,2.468618155
2012,1,2,6,30,0,0,0,0,0,0,17,18.67420734,943.62146,97.55384973,94.57633002,203.741272,2.488843203
2012,1,2,7,30,47,0,47,54,144,74,18,19.48487242,944.3276978,97.26808532,82.15260212,215.4075623,2.398538589
2012,1,2,8,30,154,74,179,127,394,258,18,20.79298562,945.2772217,96.81448364,70.53570198,225.8316345,2.127019882
2012,1,2,9,30,186,8,190,168,540,436,20,21.38225776,945.8371582,95.28798622,60.20451838,238.9612427,2.031051397
2012,1,2,10,30,232,12,240,191,621,574,20,22.5077449,945.2634888,92.20294986,51.94344192,252.7429047,1.987538934
2012,1,2,11,30,143,0,143,203,661,656,20,22.4580327,944.3421021,90.38543872,46.86833345,270.8125916,1.781883836
2012,1,2,12,30,179,1,180,205,670,671,20,22.12661132,943.3485718,87.46601095,46.04929383,300.6813049,1.657293797
2012,1,2,13,30,184,1,185,198,649,618,19,21.36898953,943.0137329,85.05206563,49.69789304,331.9706421,1.87123251
2012,1,2,14,30,178,1,179,180,590,502,18,20.28589836,942.9450073,82.84755292,56.95977896,350.213501,2.174527884
2012,1,2,15,30,105,0,105,147,475,335,17,18.79241124,943.3719482,82.35877621,66.65998935,4.357299805,2.360396624
2012,1,2,16,30,61,0,61,87,263,143,16,17.69959916,943.9147339,85.21252406,77.88657729,17.72093964,2.465510607
2012,1,2,17,30,0,0,0,1,1,1,15,16.97818818,944.493103,88.43468211,90.05972245,28.2178154,2.617698908
2012,1,2,18,30,0,0,0,0,0,0,15,16.22963833,945.0949097,89.32349335,102.8453601,37.45194626,2.657159328
2012,1,2,19,30,0,0,0,0,0,0,14,15.42179564,945.5157471,89.75181315,116.0208652,44.75527954,2.622583389
2012,1,2,20,30,0,0,0,0,0,0,13,14.69597996,945.6637573,90.2189391,129.4582411,49.16225815,2.499167204
2012,1,2,21,30,0,0,0,0,0,0,13,14.10335025,945.6720581,90.98783587,143.0695139,50.58358765,2.320841312
2012,1,2,22,30,0,0,0,0,0,0,12,13.59161031,945.2418823,92.1068176,156.7925502,48.4107132,2.105068445
2012,1,2,23,30,0,0,0,0,0,0,12,13.14585456,944.8128052,93.2939454,170.5800264,45.69380951,1.908914924
2012,1,3,0,30,0,0,0,0,0,0,12,12.73737756,944.6920166,94.54762737,175.6063788,44.30239105,1.757830858
2012,1,3,1,30,0,0,0,0,0,0,12,12.37127189,944.078125,95.82363482,161.8050295,41.9581871,1.638299942
2012,1,3,2,30,0,0,0,0,0,0,11,12.0487455,943.9518433,97.19004811,148.052152,36.72146606,1.59023726
2012,1,3,3,30,0,0,0,0,0,0,11,11.74245394,943.5609131,98.25307862,134.3916501,33.92229462,1.598672032
2012,1,3,4,30,0,0,0,0,0,0,11,11.49735847,943.3702393,99.24494148,120.8791123,36.65416718,1.567979455
2012,1,3,5,30,0,0,0,0,0,0,11,11.8825447,943.4747314,99.87224175,107.5912456,42.84276199,1.515825272
2012,1,3,6,30,0,0,0,0,0,0,11,14.29658257,944.2146606,97.74619351,94.64113017,48.93848801,1.45162189
2012,1,3,7,30,63,91,76,57,162,79,12,17.29122861,945.0438232,90.40803879,82.20389602,51.39635086,1.222576857
2012,1,3,8,30,131,424,272,131,424,272,13,20.1291341,945.7745361,80.62619393,70.56902904,34.53177261,0.765234411
2012,1,3,9,30,245,311,400,172,572,457,14,21.48533514,946.4492798,71.68057194,60.21337898,325.7800903,0.565905452
2012,1,3,10,30,196,652,599,196,652,599,15,22.52559126,945.6417236,66.57851014,51.91961913,293.9713745,0.949193239
2012,1,3,11,30,208,690,680,208,690,680,14,23.06864429,944.3580322,62.45566564,46.80513477,290.6026611,1.372871161
2012,1,3,12,30,209,695,693,209,695,693,14,23.13306552,942.9952393,58.63848049,45.94855176,293.6189575,1.700445652
2012,1,3,13,30,247,568,616,201,670,636,14,22.34966027,942.2990112,56.88082937,49.57182062,298.0605469,1.957828283
2012,1,3,14,30,221,525,509,183,606,515,13,21.16151317,941.9244385,57.29542554,56.82217447,302.0441284,2.16067028
2012,1,3,15,30,202,240,298,149,487,343,13,19.20206064,941.7720337,59.77254123,66.51967364,309.1659546,2.240349054
2012,1,3,16,30,74,0,74,89,273,147,13,17.75297655,942.3627319,69.24535955,77.74780439,327.479126,2.057055473
2012,1,3,17,30,0,0,0,2,1,2,13,16.95800422,942.8510742,74.96924636,89.92444352,349.3931885,2.065069437
2012,1,3,18,30,0,0,0,0,0,0,12,15.95530011,943.6032715,76.07929561,102.7138909,6.803009033,2.128546238
2012,1,3,19,30,0,0,0,0,0,0,11,15.10052467,944.1206055,77.12272145,115.8936182,20.63988495,2.120571852
2012,1,3,20,30,0,0,0,0,0,0,11,14.37847295,944.7409058,78.06567437,129.3352869,31.20497513,2.211285114
2012,1,3,21,30,0,0,0,0,0,0,10,13.67934887,944.5134277,78.98538835,142.9508972,39.81299591,2.313900948
2012,1,3,22,30,0,0,0,0,0,0,10,13.03688312,944.0557861,80.13994128,156.6783585,46.58932495,2.346565247
2012,1,3,23,30,0,0,0,0,0,0,9,12.43995518,943.7081299,81.26263175,170.4704852,52.26332474,2.317321777
2012,1,4,0,30,0,0,0,0,0,0,9,11.90696504,943.4135742,82.42474765,175.711777,58.47749329,2.274358511
2012,1,4,1,30,0,0,0,0,0,0,9,11.42865345,942.8927612,83.60505651,161.9049948,63.47452164,2.214553833
2012,1,4,2,30,0,0,0,0,0,0,9,11.05702432,942.6028442,85.03213782,148.1464505,69.58272552,2.042831421
2012,1,4,3,30,0,0,0,0,0,0,8,10.8026243,942.5561523,86.64678531,134.4795837,75.36954498,1.806270719
2012,1,4,4,30,0,0,0,0,0,0,8,10.63177094,942.9841919,87.87985534,120.9596621,81.4185791,1.578771234
2012,1,4,5,30,0,0,0,0,0,0,8,11.27165529,943.8735962,88.77947677,107.6629496,88.96379852,1.37070775
2012,1,4,6,30,0,0,0,0,0,0,8,14.64466869,944.68396,85.24901692,94.70186929,100.7352371,1.202459216
2012,1,4,7,30,64,79,75,56,160,78,10,17.85537134,945.1852417,76.95889735,82.25055327,118.6386032,1.054612875
2012,1,4,8,30,147,274,239,131,423,271,11,21.81023104,945.8388672,67.42796596,70.5970219,131.8728027,0.910199881
2012,1,4,9,30,208,485,449,172,572,457,12,23.77149226,945.8945313,53.83657851,60.21614148,204.1595154,0.735257387
2012,1,4,10,30,196,653,599,196,653,599,12,24.80305186,944.9721069,49.95479188,51.88894895,232.8647461,1.12421
2012,1,4,11,30,208,690,681,208,690,681,13,25.25819222,943.8695679,48.36176134,46.73460856,246.7345276,1.446792722
2012,1,4,12,30,209,695,694,209,695,694,13,25.14826281,942.6204224,47.60675535,45.84064256,257.1705322,1.683846951
2012,1,4,13,30,231,622,636,201,669,637,13,24.51745595,942.0552979,47.89932129,49.4394679,266.0751343,1.79323256
2012,1,4,14,30,183,606,516,183,606,516,13,23.25302259,941.8131104,49.2584343,56.67952401,276.7119751,1.784967422
2012,1,4,15,30,149,487,344,149,487,344,13,20.84293878,941.7772217,53.50146308,66.37550844,293.3134155,1.678601623
2012,1,4,16,30,103,175,141,90,275,149,14,18.91589961,942.1593628,65.2212942,77.60619601,326.7871704,1.602415442
2012,1,4,17,30,0,0,0,2,1,2,13,18.03761934,942.5812378,68.83554761,89.78715521,357.1067505,1.82533288
2012,1,4,18,30,0,0,0,0,0,0,12,17.21715482,943.1856079,69.93726903,102.581084,18.3245697,2.04701376
2012,1,4,19,30,0,0,0,0,0,0,11,16.51690953,943.6712036,71.15816872,115.7655903,33.46905899,2.189944983
2012,1,4,20,30,0,0,0,0,0,0,11,15.9524002,943.9735107,72.25548018,129.2120158,47.14881134,2.192070007
2012,1,4,21,30,0,0,0,0,0,0,11,15.45548039,944.0588989,73.43078594,142.8323421,60.80051804,2.113279104
2012,1,4,22,30,0,0,0,0,0,0,11,14.99634862,943.6716919,74.88748727,156.5644856,74.120224,1.990263224
2012,1,4,23,30,0,0,0,0,0,0,10,14.51089524,943.5371704,76.60306167,170.361053,87.87909698,1.848233581
